order_item_id,order_id,product_id,quantity,unit_price,unit_price_after_discount,line_total,discount_percent,commission_amount,maintenance_amount,shipping_fee_item,estimated_delivery_start,estimated_delivery_end,item_status,is_campaign,product_campaign_id
5560,3470,P001557,1,13915.6,13915.6,13915.6,0,695.78,0,100,10/26/2025,10/28/2025 0:00,Completed,0,
5561,3470,P002072,3,5419.95,5419.95,16259.84,0,1300.79,0,150,10/25/2025,10/27/2025 0:00,Completed,0,
5562,3471,P002479,2,2325.88,2325.88,4651.75,0,372.14,0,100,8/25/2022,8/27/2022 0:00,Completed,0,
5563,3472,P004006,1,11578.32,10246.81,10246.81,11.5,819.74,51.23,150,4/15/2025,4/16/2025 0:00,Completed,1,PC014437
5564,3473,P000654,1,128.67,128.67,128.67,0,3.86,0,70,8/14/2024,8/16/2024 0:00,Completed,0,
5565,3473,P004792,1,41802.47,41802.47,41802.47,0,2090.12,209.01,50,8/16/2024,8/17/2024 0:00,Completed,0,
5566,3473,P002568,1,7091.26,7091.26,7091.26,0,354.56,0,100,8/15/2024,8/16/2024 0:00,Cancelled,0,
5567,3474,P002820,2,3078.62,3078.62,6157.24,0,492.58,0,100,11/2/2025,11/4/2025 0:00,Completed,0,
5568,3474,P003712,1,19441.34,19441.34,19441.34,0,972.07,0,50,11/1/2025,11/3/2025 0:00,Completed,0,
5569,3475,P003210,1,68.95,68.95,68.95,0,2.07,0,70,2/3/2025,2/4/2025 0:00,Completed,0,
5570,3475,P004070,1,6906.39,6906.39,6906.39,0,552.51,34.53,150,2/3/2025,2/5/2025 0:00,Completed,0,
5571,3476,P001763,1,170.04,161.03,161.03,5.3,4.83,0,70,10/12/2025,10/14/2025 0:00,Completed,1,PC014438
5572,3476,P002069,2,6991.05,6557.61,13115.21,6.2,1049.22,0,200,10/10/2025,10/11/2025 0:00,Completed,1,
5573,3477,P001930,1,1706.47,1706.47,1706.47,0,170.65,0,30,11/10/2025,11/12/2025 0:00,Completed,0,
5574,3478,P003084,2,6374.24,6374.24,12748.48,0,1019.88,0,200,2/8/2025,2/10/2025 0:00,Cancelled,0,
5575,3479,P003956,1,1462.67,1462.67,1462.67,0,117.01,7.31,70,10/23/2025,10/25/2025 0:00,Refunded,0,
5576,3480,P002102,1,5707.84,5707.84,5707.84,0,456.63,0,200,10/23/2025,10/25/2025 0:00,Completed,0,
5577,3481,P004859,1,5101.44,5101.44,5101.44,0,408.11,25.51,150,11/4/2025,11/6/2025 0:00,Cancelled,0,
5578,3481,P004006,1,13570.55,13570.55,13570.55,0,1085.64,67.85,150,11/4/2025,11/6/2025 0:00,Completed,0,
5579,3482,P002440,1,3994.38,3994.38,3994.38,0,399.44,0,30,10/16/2024,10/18/2024 0:00,Completed,0,
5580,3482,P002152,1,1784.67,1784.67,1784.67,0,178.47,0,30,10/17/2024,10/19/2024 0:00,Completed,0,
5581,3482,P000844,1,147.54,147.54,147.54,0,4.43,0,70,10/15/2024,10/17/2024 0:00,Completed,0,
5582,3483,P003538,1,8382.1,8382.1,8382.1,0,670.57,0,150,1/20/2024,1/22/2024 0:00,Cancelled,0,
5583,3484,P001862,1,8394.99,8394.99,8394.99,0,671.6,0,200,4/1/2025,4/3/2025 0:00,Completed,0,
5584,3485,P001471,3,9510.62,8521.52,25564.55,10.4,2045.16,0,150,9/11/2023,9/13/2023 0:00,Cancelled,1,PC014440
5585,3485,P001702,1,5312.49,4600.62,4600.62,13.4,368.05,0,200,9/11/2023,9/12/2023 0:00,Completed,1,
5586,3485,P002529,1,8399.67,7425.31,7425.31,11.6,594.02,0,150,9/9/2023,9/11/2023 0:00,Cancelled,1,
5587,3485,P001074,1,4338.2,3847.98,3847.98,11.3,384.8,0,30,9/10/2023,9/12/2023 0:00,Completed,1,
5588,3486,P002963,1,227.39,227.39,227.39,0,27.29,0,20,9/24/2025,9/26/2025 0:00,Cancelled,0,
5589,3487,P001736,1,10611.81,10611.81,10611.81,0,848.94,0,200,3/12/2024,3/14/2024 0:00,Completed,0,
5590,3487,P003216,1,98.79,98.79,98.79,0,2.96,0,30,3/12/2024,3/14/2024 0:00,Completed,0,
5591,3487,P003951,2,13857.98,13857.98,27715.96,0,2217.28,138.58,200,3/12/2024,3/14/2024 0:00,Completed,0,
5592,3488,P001169,4,11132.2,11132.2,44528.8,0,3562.3,0,200,10/2/2025,10/3/2025 0:00,Cancelled,0,
5593,3488,P001070,1,576.72,576.72,576.72,0,57.67,0,20,10/1/2025,10/3/2025 0:00,Completed,0,
5594,3488,P003187,3,17712.41,17712.41,53137.23,0,2656.86,0,100,10/2/2025,10/4/2025 0:00,Cancelled,0,
5595,3489,P001470,3,7596.72,7596.72,22790.17,0,1823.21,0,150,12/29/2024,12/31/2024 0:00,Completed,0,
5596,3489,P004828,1,5721.24,5721.24,5721.24,0,457.7,28.61,200,12/31/2024,1/2/2025 0:00,Cancelled,0,
5597,3490,P003004,1,6873.3,6873.3,6873.3,0,549.86,0,150,2/21/2024,2/22/2024 0:00,Completed,0,
5598,3491,P001106,1,1509.43,1509.43,1509.43,0,75.47,0,50,1/21/2023,1/23/2023 0:00,Completed,0,
5599,3492,P004605,1,4813.31,4813.31,4813.31,0,481.33,24.07,30,10/5/2023,10/7/2023 0:00,Completed,0,
5600,3492,P002260,1,7888.24,7888.24,7888.24,0,631.06,0,200,10/5/2023,10/7/2023 0:00,Cancelled,0,
5601,3493,P001736,1,6264.14,6264.14,6264.14,0,501.13,0,200,1/24/2024,1/26/2024 0:00,Completed,0,
5602,3494,P001689,1,8965.72,8965.72,8965.72,0,717.26,0,200,5/22/2024,5/24/2024 0:00,Completed,0,
5603,3494,P004549,1,127.41,127.41,127.41,0,3.82,2.55,70,5/21/2024,5/22/2024 0:00,Completed,0,
5604,3495,P001340,1,10292.94,10292.94,10292.94,0,823.44,0,150,5/24/2023,5/25/2023 0:00,Completed,0,
5605,3496,P002503,1,9906.83,9906.83,9906.83,0,792.55,0,200,10/9/2025,10/11/2025 0:00,Completed,0,
5606,3496,P000369,2,942.1,942.1,1884.2,0,226.1,0,20,10/9/2025,10/11/2025 0:00,Completed,0,
5607,3496,P002263,1,12513.06,12513.06,12513.06,0,1001.04,0,150,10/9/2025,10/11/2025 0:00,Completed,0,
5608,3496,P000712,2,2778.96,2778.96,5557.92,0,555.79,0,30,10/8/2025,10/10/2025 0:00,Completed,0,
5609,3497,P003252,1,106.42,106.42,106.42,0,3.19,0,50,12/30/2022,1/1/2023 0:00,Cancelled,0,
5610,3498,P004060,1,174.01,174.01,174.01,0,5.22,3.48,70,10/5/2023,10/7/2023 0:00,Completed,0,
5611,3498,P002720,4,13873.8,13873.8,55495.21,0,4439.62,0,150,10/5/2023,10/7/2023 0:00,Completed,0,
5612,3498,P001298,1,13097.97,13097.97,13097.97,0,654.9,0,30,10/5/2023,10/7/2023 0:00,Completed,0,
5613,3499,P000766,1,175.64,175.64,175.64,0,5.27,0,70,4/17/2025,4/19/2025 0:00,Completed,0,
5614,3500,P004514,2,18267.84,18267.84,36535.68,0,1826.78,182.68,50,11/27/2025,11/29/2025 0:00,Completed,0,
5615,3501,P003840,1,4711.6,4711.6,4711.6,0,376.93,0,200,10/4/2023,10/6/2023 0:00,Completed,0,
5616,3502,P004240,2,13704,13704,27408,0,1370.4,137.04,100,8/4/2023,8/6/2023 0:00,Cancelled,0,
5617,3503,P000607,2,360.53,346.47,692.93,3.9,20.79,0,50,11/12/2023,11/13/2023 0:00,Completed,1,
5618,3504,P002770,1,6872.04,6872.04,6872.04,0,549.76,0,200,12/5/2025,12/7/2025 0:00,Completed,0,
5619,3505,P002264,1,6816.78,6816.78,6816.78,0,545.34,0,200,8/12/2025,8/14/2025 0:00,Completed,0,
5620,3506,P002628,1,5786.73,5786.73,5786.73,0,289.34,0,50,5/31/2025,6/2/2025 0:00,Completed,0,
5621,3506,P003092,2,5993.77,5993.77,11987.54,0,959,0,150,6/1/2025,6/3/2025 0:00,Completed,0,
5622,3507,P003087,1,6693.85,6693.85,6693.85,0,535.51,0,150,8/3/2022,8/5/2022 0:00,Completed,0,
5623,3507,P001579,1,19365.82,19365.82,19365.82,0,968.29,0,100,8/5/2022,8/7/2022 0:00,Completed,0,
5624,3507,P003010,1,13826.66,13826.66,13826.66,0,1106.13,0,200,8/5/2022,8/6/2022 0:00,Completed,0,
5625,3507,P000088,3,55.39,55.39,166.16,0,4.98,0,50,8/5/2022,8/7/2022 0:00,Cancelled,0,
5626,3508,P002487,2,12339.04,12339.04,24678.07,0,1974.25,0,200,7/21/2025,7/23/2025 0:00,Cancelled,0,
5627,3508,P002529,1,6901.09,6901.09,6901.09,0,552.09,0,150,7/21/2025,7/23/2025 0:00,Completed,0,
5628,3509,P002518,1,4946.01,4293.14,4293.14,13.2,343.45,0,150,11/12/2023,11/14/2023 0:00,Completed,1,PC014442
5629,3509,P001329,3,7510.82,6947.51,20842.52,7.5,1667.4,0,150,11/13/2023,11/15/2023 0:00,Completed,1,
5630,3509,P000377,1,8705.76,7765.54,7765.54,10.8,388.28,0,100,11/12/2023,11/14/2023 0:00,Completed,1,
5631,3510,P003851,1,3490.35,3490.35,3490.35,0,279.23,0,50,6/11/2025,6/13/2025 0:00,Cancelled,0,
5632,3511,P003855,1,6133.3,6133.3,6133.3,0,490.66,0,100,2/15/2024,2/17/2024 0:00,Completed,0,
5633,3511,P003500,1,4224.25,4224.25,4224.25,0,337.94,0,150,2/15/2024,2/16/2024 0:00,Completed,0,
5634,3511,P000865,1,314.81,314.81,314.81,0,9.44,0,50,2/15/2024,2/17/2024 0:00,Completed,0,
5635,3512,P003523,2,5920.14,5920.14,11840.28,0,1184.03,0,30,6/4/2024,6/5/2024 0:00,Completed,0,
5636,3513,P002256,2,6460.01,6460.01,12920.02,0,1033.6,0,150,12/20/2025,12/22/2025 0:00,Completed,0,
5637,3514,P004347,1,7451.68,7451.68,7451.68,0,596.13,37.26,200,3/7/2025,3/8/2025 0:00,Completed,0,
5638,3514,P003743,1,194.14,194.14,194.14,0,5.82,0,70,3/7/2025,3/9/2025 0:00,Completed,0,
5639,3515,P000926,1,9620.16,9620.16,9620.16,0,769.61,0,200,8/14/2023,8/16/2023 0:00,Completed,0,
5640,3516,P000113,1,155.09,155.09,155.09,0,4.65,0,70,7/29/2022,7/30/2022 0:00,Completed,0,
5641,3517,P002411,1,46.49,46.49,46.49,0,1.39,0,70,5/19/2025,5/21/2025 0:00,Completed,0,
5642,3517,P004043,2,136.48,136.48,272.95,0,8.19,5.46,50,5/20/2025,5/22/2025 0:00,Completed,0,
5643,3518,P004221,1,201.48,201.48,201.48,0,6.04,4.03,70,9/29/2025,10/1/2025 0:00,Completed,0,
5644,3519,P001607,2,267.75,267.75,535.51,0,64.26,0,20,10/19/2025,10/21/2025 0:00,Cancelled,0,
5645,3519,P001549,2,17211.49,17211.49,34422.98,0,1721.15,0,100,10/19/2025,10/21/2025 0:00,Completed,0,
5646,3519,P002763,1,94.13,94.13,94.13,0,2.82,0,50,10/18/2025,10/20/2025 0:00,Completed,0,
5647,3520,P003190,1,8047.87,8047.87,8047.87,0,402.39,0,100,5/10/2022,5/12/2022 0:00,Completed,0,
5648,3520,P000817,1,109.21,109.21,109.21,0,3.28,0,70,5/9/2022,5/11/2022 0:00,Completed,0,
5649,3521,P001114,1,11936.2,11936.2,11936.2,0,596.81,0,100,4/29/2025,5/1/2025 0:00,Completed,0,
5650,3522,P003086,1,5167.59,5167.59,5167.59,0,413.41,0,150,5/14/2025,5/16/2025 0:00,Cancelled,0,
5651,3522,P001469,2,7417.93,7417.93,14835.87,0,1186.87,0,150,5/13/2025,5/15/2025 0:00,Refunded,0,
5652,3522,P001019,1,9253.86,9253.86,9253.86,0,462.69,0,100,5/14/2025,5/16/2025 0:00,Cancelled,0,
5653,3523,P002069,1,5684.15,5684.15,5684.15,0,454.73,0,200,10/24/2025,10/26/2025 0:00,Completed,0,
5654,3524,P004442,1,9262.41,9262.41,9262.41,0,740.99,46.31,150,6/26/2025,6/28/2025 0:00,Completed,0,
5655,3524,P003066,4,191.86,191.86,767.44,0,23.02,0,70,6/28/2025,6/29/2025 0:00,Completed,0,
5656,3525,P000942,2,3480.99,3480.99,6961.98,0,556.96,0,150,7/17/2025,7/19/2025 0:00,Cancelled,0,
5657,3526,P000742,1,42.17,42.17,42.17,0,1.27,0,50,1/3/2024,1/5/2024 0:00,Completed,0,
5658,3527,P001465,1,13625.55,13625.55,13625.55,0,1090.04,0,200,9/26/2022,9/28/2022 0:00,Completed,0,
5659,3527,P004829,1,3635.43,3635.43,3635.43,0,290.83,18.18,150,9/28/2022,9/30/2022 0:00,Completed,0,
5660,3528,P001553,3,15248.42,15248.42,45745.26,0,2287.26,0,100,2/16/2024,2/18/2024 0:00,Cancelled,0,
5661,3528,P002423,1,80.84,80.84,80.84,0,2.43,0,70,2/16/2024,2/18/2024 0:00,Refunded,0,
5662,3528,P001056,1,7146.36,7146.36,7146.36,0,571.71,0,150,2/18/2024,2/20/2024 0:00,Cancelled,0,
5663,3528,P001862,2,5902.61,5902.61,11805.22,0,944.42,0,200,2/17/2024,2/19/2024 0:00,Completed,0,
5664,3529,P003076,1,110.64,110.64,110.64,0,3.32,0,70,7/16/2023,7/17/2023 0:00,Completed,0,
5665,3529,P003942,1,3923.32,3923.32,3923.32,0,313.87,19.62,150,7/16/2023,7/18/2023 0:00,Completed,0,
5666,3530,P001569,2,20060.43,20060.43,40120.85,0,2006.04,0,50,11/7/2023,11/8/2023 0:00,Cancelled,0,
5667,3530,P004574,1,246.06,246.06,246.06,0,7.38,4.92,70,11/9/2023,11/11/2023 0:00,Completed,0,
5668,3531,P001710,4,8989.82,8989.82,35959.27,0,2876.74,0,200,2/7/2024,2/9/2024 0:00,Completed,0,
5669,3532,P001046,1,2849,2849,2849,0,227.92,0,70,10/23/2024,10/25/2024 0:00,Completed,0,
5670,3533,P004177,1,8780.16,8780.16,8780.16,0,702.41,43.9,200,10/2/2025,10/3/2025 0:00,Completed,0,
5671,3534,P004177,1,5203.64,5203.64,5203.64,0,416.29,26.02,200,3/21/2025,3/23/2025 0:00,Completed,0,
5672,3535,P003239,4,52.65,52.65,210.59,0,6.32,0,70,12/19/2023,12/21/2023 0:00,Completed,0,
5673,3536,P004035,1,172.48,172.48,172.48,0,5.17,3.45,30,12/20/2023,12/21/2023 0:00,Cancelled,0,
5674,3536,P000145,2,40494.46,40494.46,80988.91,0,4049.45,0,50,12/21/2023,12/23/2023 0:00,Cancelled,0,
5675,3536,P002969,1,16468.58,16468.58,16468.58,0,823.43,0,30,12/22/2023,12/24/2023 0:00,Completed,0,
5676,3537,P001465,2,7488.94,6717.58,13435.16,10.3,1074.81,0,200,12/12/2024,12/14/2024 0:00,Cancelled,1,
5677,3537,P002367,1,489.43,459.57,459.57,6.1,13.79,0,50,12/14/2024,12/16/2024 0:00,Completed,1,
5678,3537,P000441,2,96.58,88.47,176.94,8.4,5.31,0,50,12/14/2024,12/16/2024 0:00,Completed,1,
5679,3538,P001160,3,5121.14,5121.14,15363.43,0,1229.07,0,200,3/18/2025,3/20/2025 0:00,Cancelled,0,
5680,3538,P002531,1,2537.31,2537.31,2537.31,0,202.98,0,70,3/17/2025,3/18/2025 0:00,Completed,0,
5681,3539,P003856,1,6786.62,6786.62,6786.62,0,542.93,0,200,11/26/2025,11/27/2025 0:00,Refunded,0,
5682,3539,P002269,1,107.33,107.33,107.33,0,3.22,0,50,11/27/2025,11/29/2025 0:00,Completed,0,
5683,3539,P003335,1,4081.43,4081.43,4081.43,0,326.51,0,50,11/26/2025,11/28/2025 0:00,Cancelled,0,
5684,3540,P003856,3,9899.5,9899.5,29698.5,0,2375.88,0,200,9/12/2024,9/14/2024 0:00,Completed,0,
5685,3541,P002706,2,7794.27,7794.27,15588.54,0,779.43,0,100,11/13/2023,11/15/2023 0:00,Completed,0,
5686,3542,P002490,1,6191.88,6191.88,6191.88,0,495.35,0,200,10/25/2024,10/27/2024 0:00,Completed,0,
5687,3543,P004355,1,76.22,76.22,76.22,0,7.62,0.38,20,10/27/2024,10/29/2024 0:00,Completed,0,
5688,3544,P001701,1,8880.35,8880.35,8880.35,0,710.43,0,150,12/20/2023,12/22/2023 0:00,Completed,0,
5689,3545,P002051,1,11922.55,11922.55,11922.55,0,953.8,0,200,12/20/2025,12/22/2025 0:00,Completed,0,
5690,3545,P001333,1,7369.34,7369.34,7369.34,0,589.55,0,200,12/19/2025,12/20/2025 0:00,Completed,0,
5691,3545,P002608,1,18621.77,18621.77,18621.77,0,931.09,0,100,12/21/2025,12/22/2025 0:00,Refunded,0,
5692,3546,P001190,1,5421.53,5421.53,5421.53,0,433.72,0,200,6/19/2024,6/20/2024 0:00,Completed,0,
5693,3547,P004439,1,4405.25,4405.25,4405.25,0,352.42,22.03,100,1/26/2025,1/28/2025 0:00,Cancelled,0,
5694,3547,P004177,3,9737.33,9737.33,29211.98,0,2336.96,146.06,200,1/27/2025,1/29/2025 0:00,Completed,0,
5695,3547,P000929,1,2922.02,2922.02,2922.02,0,233.76,0,100,1/27/2025,1/29/2025 0:00,Completed,0,
5696,3547,P003013,3,6072.41,6072.41,18217.22,0,1457.38,0,100,1/25/2025,1/27/2025 0:00,Cancelled,0,
5697,3548,P004178,1,11801.57,10361.78,10361.78,12.2,828.94,51.81,200,12/13/2025,12/15/2025 0:00,Cancelled,1,
5698,3548,P002259,2,1384.53,1283.46,2566.92,7.3,205.35,0,70,12/14/2025,12/16/2025 0:00,Completed,1,
5699,3549,P003097,1,625.83,625.83,625.83,0,50.07,0,50,4/29/2025,5/1/2025 0:00,Completed,0,
5700,3550,P001749,1,115.16,115.16,115.16,0,3.45,0,70,3/30/2025,4/1/2025 0:00,Completed,0,
5701,3550,P004101,1,14418.89,14418.89,14418.89,0,720.94,72.09,30,3/30/2025,3/31/2025 0:00,Completed,0,
5702,3550,P001069,1,259.67,259.67,259.67,0,25.97,0,20,3/31/2025,4/2/2025 0:00,Completed,0,
5703,3550,P001472,1,5813.32,5813.32,5813.32,0,465.07,0,200,3/30/2025,4/1/2025 0:00,Completed,0,
5704,3551,P004444,1,7864.28,7864.28,7864.28,0,629.14,39.32,200,6/6/2024,6/8/2024 0:00,Completed,0,
5705,3551,P004320,1,1809.52,1809.52,1809.52,0,180.95,9.05,30,6/7/2024,6/9/2024 0:00,Completed,0,
5706,3552,P002069,1,6732.65,6732.65,6732.65,0,538.61,0,200,10/11/2022,10/13/2022 0:00,Completed,0,
5707,3553,P002826,1,9232.15,9232.15,9232.15,0,738.57,0,200,12/19/2025,12/21/2025 0:00,Refunded,0,
5708,3554,P002293,1,71.41,64.56,64.56,9.6,1.94,0,50,10/10/2025,10/12/2025 0:00,Completed,1,
5709,3555,P003950,1,2363.33,2363.33,2363.33,0,189.07,11.82,70,10/10/2025,10/11/2025 0:00,Completed,0,
5710,3555,P003492,2,12500.61,12500.61,25001.23,0,2000.1,0,200,10/8/2025,10/10/2025 0:00,Completed,0,
5711,3555,P001875,1,1505.71,1505.71,1505.71,0,120.46,0,70,10/9/2025,10/10/2025 0:00,Completed,0,
5712,3556,P002725,1,10445.38,10445.38,10445.38,0,835.63,0,200,6/21/2024,6/23/2024 0:00,Completed,0,
5713,3557,P002512,1,1526.8,1526.8,1526.8,0,122.14,0,70,5/5/2025,5/7/2025 0:00,Completed,0,
5714,3557,P002514,3,2400.19,2400.19,7200.56,0,576.05,0,100,5/5/2025,5/7/2025 0:00,Cancelled,0,
5715,3557,P001854,1,2768.93,2768.93,2768.93,0,221.51,0,100,5/4/2025,5/6/2025 0:00,Completed,0,
5716,3558,P004134,4,7946.78,7946.78,31787.12,0,2542.97,158.94,200,10/15/2025,10/17/2025 0:00,Completed,0,
5717,3559,P002048,4,638.13,638.13,2552.51,0,204.2,0,50,11/7/2025,11/9/2025 0:00,Completed,0,
5718,3560,P000773,1,29.8,29.8,29.8,0,0.89,0,50,7/28/2025,7/30/2025 0:00,Completed,0,
5719,3561,P003712,1,31706.31,31706.31,31706.31,0,1585.32,0,50,10/11/2025,10/13/2025 0:00,Cancelled,0,
5720,3562,P002476,1,4109.54,4109.54,4109.54,0,328.76,0,150,12/7/2024,12/8/2024 0:00,Completed,0,
5721,3563,P000837,2,59.6,56.74,113.48,4.8,3.4,0,30,11/12/2025,11/14/2025 0:00,Completed,1,
5722,3564,P001317,1,12419.18,12419.18,12419.18,0,993.53,0,150,5/21/2025,5/22/2025 0:00,Completed,0,
5723,3565,P000220,1,1471.11,1471.11,1471.11,0,147.11,0,30,10/1/2025,10/3/2025 0:00,Refunded,0,
5724,3565,P001324,1,1364.02,1364.02,1364.02,0,109.12,0,70,10/1/2025,10/3/2025 0:00,Completed,0,
5725,3566,P001266,1,16644.2,16644.2,16644.2,0,832.21,0,100,1/11/2023,1/13/2023 0:00,Cancelled,0,
5726,3566,P003424,2,3523.2,3523.2,7046.39,0,704.64,0,30,1/13/2023,1/15/2023 0:00,Cancelled,0,
5727,3566,P000856,1,115.64,115.64,115.64,0,3.47,0,70,1/12/2023,1/14/2023 0:00,Completed,0,
5728,3566,P001713,2,9603.67,9603.67,19207.34,0,1536.59,0,150,1/11/2023,1/13/2023 0:00,Completed,0,
5729,3567,P000828,2,94.47,94.47,188.95,0,5.67,0,70,9/16/2025,9/18/2025 0:00,Completed,0,
5730,3568,P004567,1,57.75,57.75,57.75,0,1.73,0.29,70,2/14/2025,2/16/2025 0:00,Cancelled,0,
5731,3569,P004822,1,7761.52,7761.52,7761.52,0,620.92,38.81,150,12/28/2025,12/29/2025 0:00,Cancelled,0,
5732,3570,P000271,2,172.27,150.39,300.78,12.7,36.09,0,20,12/13/2025,12/15/2025 0:00,Completed,1,PC013287
5733,3570,P004192,1,1969.05,1695.35,1695.35,13.9,135.63,8.48,50,12/14/2025,12/16/2025 0:00,Completed,1,
5734,3571,P003016,1,11949.23,11949.23,11949.23,0,955.94,0,200,7/25/2023,7/27/2023 0:00,Completed,0,
5735,3571,P000482,1,7644.49,7644.49,7644.49,0,611.56,0,200,7/24/2023,7/26/2023 0:00,Completed,0,
5736,3572,P001442,1,7079.85,7079.85,7079.85,0,353.99,0,20,12/1/2025,12/3/2025 0:00,Completed,0,
5737,3572,P004188,1,5772.21,5772.21,5772.21,0,461.78,28.86,150,12/2/2025,12/4/2025 0:00,Cancelled,0,
5738,3573,P001236,1,1385.32,1385.32,1385.32,0,138.53,0,30,5/29/2025,5/31/2025 0:00,Completed,0,
5739,3573,P000627,2,267.81,267.81,535.62,0,16.07,0,70,5/30/2025,5/31/2025 0:00,Completed,0,
5740,3573,P002566,1,8195.63,8195.63,8195.63,0,409.78,0,100,5/31/2025,6/2/2025 0:00,Completed,0,
5741,3574,P000726,1,1772.2,1772.2,1772.2,0,177.22,0,30,2/25/2024,2/27/2024 0:00,Completed,0,
5742,3575,P003538,1,8736.84,8736.84,8736.84,0,698.95,0,150,12/27/2024,12/28/2024 0:00,Completed,0,
5743,3575,P004596,1,3763.95,3763.95,3763.95,0,376.4,18.82,30,12/26/2024,12/28/2024 0:00,Cancelled,0,
5744,3575,P000410,2,3475.59,3475.59,6951.19,0,695.12,0,30,12/26/2024,12/27/2024 0:00,Refunded,0,
5745,3576,P002518,1,7394.84,7394.84,7394.84,0,591.59,0,150,11/28/2023,11/29/2023 0:00,Completed,0,
5746,3577,P003469,1,38930.4,38930.4,38930.4,0,1946.52,0,50,7/3/2025,7/4/2025 0:00,Completed,0,
5747,3578,P000501,1,8687.96,8687.96,8687.96,0,695.04,0,150,10/22/2024,10/24/2024 0:00,Cancelled,0,
5748,3579,P003366,1,397.9,397.9,397.9,0,11.94,0,50,6/8/2025,6/10/2025 0:00,Cancelled,0,
5749,3580,P002510,2,5037.59,5037.59,10075.19,0,806.01,0,150,5/6/2024,5/8/2024 0:00,Completed,0,
5750,3581,P000936,1,9166.57,9166.57,9166.57,0,733.33,0,200,7/26/2025,7/28/2025 0:00,Completed,0,
5751,3582,P004502,2,265.16,248.72,497.43,6.2,14.92,9.95,50,12/13/2025,12/15/2025 0:00,Cancelled,1,
5752,3583,P002998,3,2760.08,2760.08,8280.25,0,662.42,0,100,5/30/2024,6/1/2024 0:00,Cancelled,0,
5753,3584,P003106,2,13816.58,13816.58,27633.15,0,2210.65,0,200,11/24/2024,11/26/2024 0:00,Cancelled,0,
5754,3584,P001488,2,115.22,115.22,230.44,0,6.91,0,50,11/26/2024,11/27/2024 0:00,Completed,0,
5755,3585,P001527,1,11270.74,11270.74,11270.74,0,901.66,0,150,5/2/2025,5/4/2025 0:00,Completed,0,
5756,3585,P004084,1,238.82,238.82,238.82,0,28.66,1.19,20,5/2/2025,5/4/2025 0:00,Completed,0,
5757,3586,P003324,1,784.91,784.91,784.91,0,78.49,0,20,7/23/2025,7/25/2025 0:00,Completed,0,
5758,3587,P004130,1,4022.2,4022.2,4022.2,0,321.78,20.11,100,12/9/2025,12/11/2025 0:00,Completed,0,
5759,3588,P003494,1,8255.71,8255.71,8255.71,0,660.46,0,150,11/3/2025,11/5/2025 0:00,Cancelled,0,
5760,3588,P001173,2,669.31,669.31,1338.63,0,107.09,0,50,11/4/2025,11/6/2025 0:00,Completed,0,
5761,3588,P003940,3,5324.29,5324.29,15972.86,0,1277.83,79.86,200,11/5/2025,11/7/2025 0:00,Completed,0,
5762,3589,P003750,1,226.84,226.84,226.84,0,6.81,0,70,3/1/2025,3/3/2025 0:00,Cancelled,0,
5763,3590,P003125,1,12106.71,12106.71,12106.71,0,968.54,0,200,9/11/2024,9/13/2024 0:00,Completed,0,
5764,3591,P004247,1,3488.08,3488.08,3488.08,0,348.81,17.44,30,9/18/2024,9/20/2024 0:00,Completed,0,
5765,3592,P000108,1,103.54,103.54,103.54,0,3.11,0,50,10/30/2022,11/1/2022 0:00,Completed,0,
5766,3592,P001334,1,11412.3,11412.3,11412.3,0,912.98,0,200,10/30/2022,11/1/2022 0:00,Completed,0,
5767,3593,P002817,3,1436.03,1436.03,4308.09,0,344.65,0,50,6/20/2024,6/22/2024 0:00,Completed,0,
5768,3594,P004520,1,32610.88,32610.88,32610.88,0,1630.54,163.05,50,7/17/2022,7/19/2022 0:00,Completed,0,
5769,3594,P002826,1,11749.67,11749.67,11749.67,0,939.97,0,200,7/17/2022,7/19/2022 0:00,Completed,0,
5770,3595,P001869,3,2458.37,2458.37,7375.11,0,590.01,0,70,6/16/2024,6/18/2024 0:00,Completed,0,
5771,3596,P001110,1,10031.65,10031.65,10031.65,0,501.58,0,100,2/28/2025,3/1/2025 0:00,Completed,0,
5772,3597,P001157,2,14226.16,14226.16,28452.31,0,2276.19,0,200,11/23/2024,11/25/2024 0:00,Completed,0,
5773,3598,P002068,4,6577.47,6577.47,26309.87,0,2104.79,0,200,10/9/2025,10/11/2025 0:00,Refunded,0,
5774,3598,P002796,1,5980.09,5980.09,5980.09,0,299,0,100,10/9/2025,10/11/2025 0:00,Completed,0,
5775,3599,P002022,1,185.79,171.67,171.67,7.6,5.15,0,30,9/9/2024,9/11/2024 0:00,Completed,1,
5776,3600,P003353,1,4514.43,4514.43,4514.43,0,361.15,0,100,12/8/2025,12/10/2025 0:00,Completed,0,
5777,3601,P001457,1,14458.87,14458.87,14458.87,0,1156.71,0,150,1/1/2025,1/3/2025 0:00,Cancelled,0,
5778,3601,P003860,1,6389.47,6389.47,6389.47,0,511.16,0,100,1/2/2025,1/4/2025 0:00,Completed,0,
5779,3602,P003027,1,55.63,55.63,55.63,0,1.67,0,70,8/25/2025,8/27/2025 0:00,Cancelled,0,
5780,3603,P004210,1,61.68,61.68,61.68,0,1.85,1.23,70,9/3/2024,9/5/2024 0:00,Completed,0,
5781,3604,P001169,1,7405.36,7405.36,7405.36,0,592.43,0,200,9/6/2022,9/8/2022 0:00,Completed,0,
